system   D            wsystem.c:583  maybe_parent_dir                 [   0.00056] Also searching C:\Users\Max Giller\Documents\Visual Studio 2013\Projects\GameLogicTest\
display  D   display_settings.c:191  debug_display_settings           [   0.10467] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10469] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10470] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10472] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10473] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10475] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10476] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10478] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10480] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10482] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10483] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10485] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10486] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10488] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10490] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10492] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10494] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10496] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10498] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10501] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10503] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10505] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10508] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10510] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10512] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10514] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10516] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10518] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10519] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10521] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10522] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10524] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10525] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10526] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10528] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10530] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10532] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10533] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10535] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10537] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10539] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10541] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10543] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10545] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10546] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10549] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10551] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10554] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10555] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10557] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10559] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10561] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10563] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10565] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10567] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10569] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10571] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10573] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10575] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.10578] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10579] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10581] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10583] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10586] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10588] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10591] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10593] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10596] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10598] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10601] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10603] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10605] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.10607] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.10609] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.10617] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.10665] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.10668] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.14839] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.21011] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.21015] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.21019] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.21028] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.21034] Returning d3d_display: 0031AE20
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.21037] al_display=0031AE20
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.21038] al_display->vt=0032CE10
dtor     D               dtor.c:184  _al_register_destructor          [   0.21382] added dtor for object 05232040, func 0F6624D2
dtor     D               dtor.c:184  _al_register_destructor          [   0.21394] added dtor for object 052321F8, func 0F6627A7
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21860] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21863] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21865] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21867] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21869] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21871] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21872] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21874] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21876] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.21878] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.21881] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.21883] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.21885] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21934] added dtor for object 0523A480, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22015] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22018] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22331] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22334] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22340] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22341] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22343] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22345] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22346] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.22347] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.22349] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.22351] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.22352] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22514] added dtor for object 052B11B0, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24875] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24878] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.28123] Font Fonts/ARCADECLASSIC.TTF loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.28126]     ascent=30.0, descent=-8.0, height=36.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.28129] added dtor for object 05236510, func 0F661B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40927] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40930] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40932] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40933] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40934] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40935] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40937] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40938] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.40939] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.40940] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.40942] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.40943] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.40944] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.41453] added dtor for object 05264090, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.41532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.41534] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41960] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41962] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41963] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41964] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41966] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41967] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41968] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41969] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41970] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.41972] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.41973] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.41974] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.41976] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.42024] added dtor for object 052615B8, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42093] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42324] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42326] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42327] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42329] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42330] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42332] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42334] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42338] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.42339] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.42340] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.42342] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.42343] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.42382] added dtor for object 05260BA0, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42456] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42458] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42669] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42671] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42672] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42674] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42675] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42676] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42677] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42679] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42680] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.42681] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.42682] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.42684] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.42685] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.42721] added dtor for object 05263228, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42793] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42795] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42998] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43000] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43001] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43002] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43003] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43005] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43006] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43007] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43008] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.43009] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.43011] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.43012] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.43013] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.43054] added dtor for object 05356E58, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.43135] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.43137] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43354] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43356] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43357] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43359] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43360] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43361] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43362] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43363] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43365] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.43366] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.43367] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.43368] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.43370] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.43407] added dtor for object 052627C8, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.43474] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.43476] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43694] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43696] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43697] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43699] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43701] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43703] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43704] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43705] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43707] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.43708] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.43709] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.43710] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.43712] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.43754] added dtor for object 05278E90, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.43819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.43822] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44035] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44037] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44038] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44039] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44041] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44043] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44046] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.44047] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.44048] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.44050] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.44051] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.44090] added dtor for object 052784F8, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44155] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44361] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44363] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44364] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44365] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44367] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44368] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44369] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44370] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.44371] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.44373] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.44374] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.44375] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.44376] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.44416] added dtor for object 02D272E8, func 0F662595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44482] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48282] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48285] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48286] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48287] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48289] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48290] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48291] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48292] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48293] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.48295] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.48296] Adapter format is 23
